Genus	Peri-implantitis	Mucositis	Health	Mucositis	Mucositis	Peri-implantitis	Health	Health	Peri-implantitis	Peri-implantitis	Peri-implantitis	Peri-implantitis	Health	Health	Health	Health	Health	Health	Health	Health	Health	Health	Peri-implantitis	Mucositis	Mucositis	Mucositis	Mucositis	Mucositis	Mucositis	Health	Health	Health	Mucositis	Mucositis	Mucositis	Mucositis	Health	Mucositis	Mucositis	Mucositis	Peri-implantitis	Health	Health	Health	Mucositis	Mucositis	Health	Health	Health	Peri-implantitis	Peri-implantitis	Peri-implantitis	Peri-implantitis	Mucositis	Peri-implantitis	Mucositis	Health	Health	Peri-implantitis	Peri-implantitis	Health	Health	Mucositis	Peri-implantitis	Peri-implantitis	Peri-implantitis	Health	Peri-implantitis	Mucositis	Mucositis	Mucositis	Mucositis	Mucositis	Mucositis	Mucositis	Health	Health	Health	Health	Peri-implantitis	Health	Health	Health	Health	Health	Health	Mucositis	Peri-implantitis	Mucositis	Peri-implantitis	Health	Peri-implantitis	Health	Peri-implantitis	Health	Health	Mucositis	Mucositis	Mucositis	Mucositis	Mucositis	Mucositis	Mucositis	Peri-implantitis	Mucositis	Mucositis	Peri-implantitis	Peri-implantitis	Peri-implantitis	Peri-implantitis	Peri-implantitis	Peri-implantitis	Health	Peri-implantitis	Health	Health	Health	Health	Health	Health	Health	Health	Health	Health	Health	Health	Health
Streptococcus	833	2	0	230	91	0	0	0	0	6	21	0	26	2	44	178	66	220	152	13	2	0	4	27	0	0	48	0	169	33	68	1324	26	75	50.5	346	361	657	163	0	0	1	24	79	13	89	0	0	0	0	0	0	0	179	0	0	0	0	0	0	1	0	0	0	2	0	2	117	25	366	6	0	289	1	0	178	1271	682	39	38	6	102	0	0	0	15	0	0	0	952	0	226	2	390	1	0	0	5	9	1	58	0	17	0	0	16	1	0	4	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2	0	3	5	2	0	0	10	1	34	0	0	0	0	25	0	26	0	0	0	0	7	0	38	0	1	1	0	0	0	0	12	0	0	0	0	0	0	64	0	1	0	0	0	0	0	5	0	1	1	0	0	3	0	0	1	0	0	0	0	2	1	0	1	0	0	117	0	0	1	1	0	2	0	0	0	0	0	0	0	8	0	0	0	1	7	3	1	1	5	0	0	5	0	1	12	13	82	0	8	0	0	0	0	7
Streptococcus	0	0	2	0	0	0	0	0	0	2	1	20	0	0	0	0	0	0	0	0	0	0	9	1	0	0	13	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	5	0	6	0	4	3	0	6	0	0	0	0	2	1	0	0	28	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	1	0	6	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus	0	1	6	0	0	3	0	0	0	8	4	30	0	0	0	3	0	0	0	0	0	0	49	7	0	0	22	0	0	1	11	0	0	0	0	0	0	0	0	0	0	0	13	0	25	0	5	7	0	16	0	0	0	0	6	2	0	0	71	0	0	0	0	5	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	2	6	0	0	0	3	0	7	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus	41	6	0	15	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	3	285	0	0	0	3	2	2.5	17	3	3	0	51	20	0	0	0	0	479	74	218	166	45	1	0	0	5	150	274	0	0	338	7	3	0	0	0	1	2	10	0	64	0	1	2	0	0	2	1	3	0	7	123	17	3	60	0	0	7	0	2	2	0	0	0	5	0	0	0	18	0	0	0	4	1	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	24	4	13	12	0	0	0	0	0
Streptococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus	685	83	1352	930	416	2	1	21	0	0	0	0	475	3240	528	247	221	635	462	28	2365	216	199	11	7	25	394	1461	1058	180	581	285	369	1497	933	2713	215	263	151	126	8	2	139	213	28	33	22	19	13	5	146	288	798	3	54	85	2	0	34	0	0	4	3	4	0	3	4	198	572	184	0	295	109	34	603	20	395	82	5338	9	3193	19	34	7	81	7	280	164	114	0	60	34	295	0	39	0	394	1	0	23	33	19	67	3	0	1	1	114	1	2	4	0	4	0	12	3	0	16	23	179	34	14	4	3	0	3	98
Streptococcus	0	18	0	352	311	0	0	0	0	177	79	36	5	374	90	866	488	315	344	199	2	1	0	0	0	0	0	439	1540	239	955	12	154	518	336	715	1179	648	766	493	657	0	283	65	1298	619	1	397	507	40	3050	2305	676	136	0	12	26	3	0	55	24	22	0	0	762	330	3	0	169	222	176	7	0	356	2	77	143	1220	3	334	5	1	4	0	0	933	58	76	153	0	0	1	84	0	52	553	2	3	3	2	57	1170	2	45	0	11	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	2	0	0	0	303
Streptococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus	344	531	1209	48	100	1267	399	934	175	2	6	4	740	141	680	787	227	187	359	107	917	1077	2549	793	2281	1273	3570	306	706	3739	947	8629	630	2455	1542.5	3587	4398	560	3362	2469	112	178	652	2307	1161	759	1997	1191	3326	997	258	391	1742	212	259	1667	1132	1284	505	108	182	26	20	495	8	197	28	760	215	2855	117	195	3000	398	105	209	96	101	128	37	864	93	3337	548	624	468	2572	609	339	717	953	129	5571	83	512	1424	30	1259	1683	44	181	1892	571	280	12	13	27	1383	28	107	121	89	347	0	682	1781	290	546	1013	981	434	725	397	339	963	206	123
Streptococcus	0	3	0	0	90	0	0	0	0	0	2	0	2214	214	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	4	2	80	0	1	0	0	0	0	0	0	0	14	0	0	0	0	5	8	6	0	0	0	0	0	1	1	2371	0	8	3	0	0	2	0	3054	58	0	3	0	28	4	6	2149	14	6	54	8	0	0	0	3	24	0	0	41	0	36	8	0	0	85	0	8	92	0	14	17	5	0	9	0	1	0	0	0	0	0	0	6	0	68	0	0	0	0	0	0	1	0	0	0	0	1
Streptococcus	5	18	28	32	11	8	14	118	505	3	2	2	1	16	108	57	555	74	95	7	10	18	0	0	0	0	0	4	156	22	20	120	2	4	3	20	268	20	29	125	55	22	15	136	4	23	3	0	9	2	40	17	89	3	1	13	0	0	2	2	611	0	1108	260	0	2	28	143	161	10	286	42	805	126	13	156	11	93	7	0	158	9	107	618	192	34	33	9	65	7	171	37	292	5	91	487	12	160	56	20	69	82	8	4	0	12	0	3	0	1	2	2	1582	3	774	191	23	18	11	62	4	32	102	92	559	3	2
Streptococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Streptococcus	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	3	0	0	0	3	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	66	32	11	179	9	0	0	0	42	3	25	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0	1	0	0	1	0	96	10	10	0	31	15	1	0	5	0	47	0	2	0	0	0	0	0	0	0	1	0	0	0	1	15	1	3	0	1	1	0	0	1	0	2	2	12	0	2	0	0	0	0	7
Streptococcus	0	0	0	16	7	0	0	0	0	11	14	9	1	1	8	22	58	3	0	0	5	1	0	0	0	0	0	0	0	3	1	1	0	0	0	1	1	1	4	12	6	1	0	7	0	29	0	0	0	0	27	32	37	13	0	0	1	0	0	2	301	0	19	4	0	0	2	1	31	0	2	24	0	15	10	93	35	41	0	0	5	1	0	337	100	9	2	1	15	0	133	32	7	0	0	44	2	36	6	671	1438	4	7	0	0	21	1	4	0	0	0	0	5	0	1	0	0	0	0	3	1	2	0	2	4	0	17
Streptococcus	1	30	1	134	2196	0	0	0	0	4	0	0	41	108	1897	1457	8368	868	792	176	2853	28	8	2	2	0	2	22	342	22	2	3	49	216	132.5	1465	11	352	14	84	55	3	0	19	0	21	0	0	0	0	12	15	25	93	0	0	1	0	0	7	672	3	735	74	1	2	10	0	260	225	18	29	0	2	37	1	19	7	6	1	101	6	41	18	5	20	2	0	100	9	8	4	136	12	23	0	6	2	0	41	66	571	4	55	2	4	0	9	0	1	1	1	1869	8	1966	122	14	1	0	2	1	3	45	31	204	3	10
Streptococcus	0	1	2	0	0	3	0	0	53	0	0	0	0	0	11	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	4	2	3	0	0	0	0	0	10	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	11	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus	113	371	3736	1167	4942	1181	229	2395	591	0	0	0	40	1295	2571	655	284	1160	1041	1137	94	26	3588	1014	2096	379	329	736	111	236	53	623	1580	6205	3892.5	372	240	257	252	872	219	36	33	180	56	2402	1	11	124	6	45	48	438	215	2	2	545	73	1	186	351	1389	0	0	4	235	4	0	1917	1479	270	863	749	13	135	424	658	79	0	51	25	0	15	199	2350	186	10	1	635	0	1676	333	21	0	75	687	1731	601	659	16	18	142	56	86	1	0	148	266	0	1	17	1	2	0	34	1	2	2720	2285	4740	2814	1939	3	0	3	0	379
Streptococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	783	781	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus	55	6	367	0	0	2	0	8	3	0	0	0	179	134	14	14	15	7	13	4	1	0	5	3	3	0	3	115	235	4	0	0	19	68	43.5	44	1	20	1	727	69	0	0	2	0	0	25	1	1	0	0	0	2	0	0	1	0	0	0	50	0	6	22	4	1	6	0	0	18	418	21	0	1188	1887	0	183	182	395	0	21	18	2	33	0	45	0	329	168	0	1	32	12	215	1	3	3	12	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	6	0	5	0	0	6	1	2	0	9	0	0	0	0	0
Streptococcus	0	3	8	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	3	6	28	4	5	9	4	0	0	7	0	24	0	0	0	0	24	0	13	0	1	0	1	14	0	72	20	6	191	3	3	7	19	19	2	23	0	0	13	0	209	0	0	0	0	0	4	0	19	0	3	1	0	0	2	52	2	48	0	0	0	0	5	109	29	53	1	0	26	0	40	8	10	0	29	0	0	0	0	0	0	0	18	0	0	0	0	10	1	5	3	2	0	0	0	13	11	228	64	167	7	45	9	8	79	1	22
Streptococcus	4	0	0	0	0	0	0	0	0	14	13	10	39	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.5	0	0	0	0	0	0	0	0	0	0	7	0	0	4	0	0	0	0	0	0	1	0	0	1	0	4	0	0	0	0	0	13	1	1	0	0	0	0	0	0	0	0	0	0	5	0	0	2	0	0	0	0	0	59	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	10	2	25	0	2	0	0	0
Veillonella	1	10	1	2	0	1	0	23	1509	2	0	4	5	4	61	166	112	40	86	25	1	0	0	0	0	0	0	0	35	34	2	46	1	1	1	8	25	3	2	2	0	0	0	20	0	0	1	1	1	6	24	20	12	0	0	65	0	0	5	2	37	0	47	250	2	0	2	0	21	13	76	7	1	4	2	12	5	17	6	0	16	19	4	98	60	8	1	0	8	136	62	21	53	48	10	4	0	4	1	1	25	5	6	0	0	2	0	0	0	3	2	0	367	3	327	96	203	6	89	5	3	7	28	172	123	207	7
Veillonella	113	5	197	21	55	408	30	209	1920	0	0	0	619	110	28	29	80	182	195	104	243	2	37	24	2	4	41	178	279	27	8	79	23	91	57	260	69	65	0	290	3	0	1	26	0	304	6	4	22	0	20	33	16	26	1	14	9	8	1	24	226	7	97	59	8	94	8	149	42	881	301	127	0	392	246	193	178	188	24	14	212	18	46	80	48	10	28	4	296	247	58	10	308	101	9	43	413	83	23	217	34	9	16	0	7	1	1	0	1	4	8	0	894	0	407	190	17	90	22	95	21	115	106	108	929	30	36
Veillonella	0	0	53	12	32	0	0	0	0	0	0	1	115	30	0	13	3	1	1	0	92	0	25	467	7	6	317	17	20	56	15	174	4	21	12.5	37	241	26	66	553	2	0	258	65	8	0	0	0	2	0	2	143	48	0	4	43	0	0	1	88	0	11	0	183	108	34	0	3	311	25	198	0	0	528	0	0	0	0	9	3	2	0	19	0	0	7	36	20	0	166	0	2	203	118	46	123	11	51	150	555	143	0	0	0	0	6	0	1	0	0	0	0	312	0	23	0	0	67	243	164	190	196	0	4	0	0	0
Veillonella	0	1	8	1	0	0	0	0	0	0	0	0	1	13	38	1	15	33	18	15	7	7	5	0	2	3	0	0	5	0	0	0	0	1	0.5	14	0	0	0	9	2	0	0	0	0	20	11	2	5	1	2	0	0	0	0	5	0	1	1	0	63	0	0	0	0	0	0	1	7	1	2	0	0	1	0	17	0	12	0	0	3	0	31	25	4	15	7	9	7	2	8	6	51	1	25	0	0	1	1	1	0	43	92	10	0	0	0	5	1	1	3	2	0	0	0	2	0	24	42	25	16	32	2	5	7	0	6
Veillonella	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	8	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Veillonella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	8	0	0	0	0	17	4	0	0	0	0	1	5	0	0	0	0	0	0	5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	1	0	0	85	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Veillonella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Total	23532	19549	16167	19461	19135	18921	4005	15652	30454	12351	15591	28782	21110	23413	17784	12104	18859	9932	13609	10304	21320	18634	15998	11931	9167	5253	15718	13237	16475	11204	18679	24716	5582	22148	13865	24182	19932	14077	8870	17797	27239	718	15908	10251	17943	27397	15526	26856	19993	16514	27400	26958	20145	13949	6723	20995	12997	15112	31758	26782	27382	10913	8501	17991	22502	22405	594	8889	26561	18896	16361	21458	23252	19864	15398	14431	15397	18796	19215	9726	10874	15892	12788	7377	19175	11684	9484	10312	21201	18510	20363	19373	21749	20654	7449	12336	15793	18938	8735	21416	23763	22514	13127	3771	606	1753	12242	19818	3964	22161		20028	17819	13643	9892	9387	9731	9419	11913	18544	13081	9275	8379	14930	9095	12028	9301
